track name,common,clade,scientific name,taxon id,Accession,median_time,ci_min,ci_max
Pongo_abelii,Sumatran orangutan,primates catarrhini,Pongo abelii,9601.0,GCA_002880775.3_Susie_PABv2,15.2,14.5,16.3
Pongo_pygmaeus,Bornean orangutan,primates catarrhini,Pongo pygmaeus,9600.0,,15.2,14.5,16.3
Presbytis_comata,Javan Surili,primates catarrhini,Presbytis comata,78452.0,GCA_963573905.1,28.8,26.8,30.6
Presbytis_mitrata,Southern Mitered Langur,primates catarrhini,Presbytis mitrata (Presbytis melalophos mitrata),272115.0,GCA_963575215.1,28.8,26.8,30.6
Procavia_capensis,Cape rock hyrax,afrotheria,Procavia capensis,9813.0,GCA_004026925.1_ProCapCap_v1_BIUU,99.0,94.7,101.9
Prolemur_simus,greater bamboo lemur,primates strepsirrhini,Prolemur simus,1328070.0,,74.0,71.4,77.5
Propithecus_coquerelli,Coquerel's sifaka,primates strepsirrhini,Propithecus coquerelli (Propithecus coquereli),379532.0,proCoq1,74.0,71.4,77.5
Propithecus_coronatus,Crowned Sifaka,primates strepsirrhini,Propithecus coronatus (Propithecus deckenii coronatus),475619.0,GCA_963574665.1,74.0,71.4,77.5
Propithecus_diadema,Diademed Sifaka,primates strepsirrhini,Propithecus diadema,83281.0,GCA_963575075.1,74.0,71.4,77.5
Propithecus_edwardsi,Milne-Edwards Sifaka,primates strepsirrhini,Propithecus edwardsi,543559.0,GCA_963575085.1,74.0,71.4,77.5
Propithecus_perrieri,Perrier's Sifaka,primates strepsirrhini,Propithecus perrieri,989338.0,GCA_963574695.1,74.0,71.4,77.5
Propithecus_tattersalli,Golden-crowned Sifaka,primates strepsirrhini,Propithecus tattersalli,30601.0,GCA_963574315.1,74.0,71.4,77.5
Propithecus_verreauxi,Verreauxs Sifaka,primates strepsirrhini,Propithecus verreauxi,34825.0,GCA_963575125.1,74.0,71.4,77.5
Psammomys_obesus,fat sand rat,euarchontoglires,Psammomys obesus,48139.0,GCA_002215935.1_ASM221593v1,87.0,81.3,91.0
Pteronotus_parnellii,Parnell's mustached bat,chiroptera,Pteronotus parnellii,59476.0,ptePar1,94.0,91.5,97.4
Pteronura_brasiliensis,giant otter,carnivora,Pteronura brasiliensis,9672.0,,94.0,91.5,97.4
Pteropus_alecto,black flying fox,chiroptera,Pteropus alecto,9402.0,pteAle1,94.0,91.5,97.4
Pteropus_vampyrus,large flying fox,chiroptera,Pteropus vampyrus,132908.0,GCF_000151845.1_Pvam_2.0,94.0,91.5,97.4
Puma_concolor,puma,carnivora,Puma concolor,9696.0,GCA_003327715.1_PumCon1.0,94.0,91.5,97.4
Pygathrix_cinerea,Grey-shanked Douc Langur,primates catarrhini,Pygathrix cinerea,693712.0,GCA_963574085.1,28.8,26.8,30.6
Pygathrix_nigripes_a,black-shanked douc langur,primates catarrhini,Pygathrix nigripes,310352.0,GCA_963574055.1,28.8,26.8,30.6
Pygathrix_nigripes_b,black-shanked douc langur,primates catarrhini,Pygathrix nigripes,310352.0,GCA_963574055.1,28.8,26.8,30.6
Rangifer_tarandus,reindeer,artiodactyla,Rangifer tarandus,9870.0,GCA_004026565.1_RanTarSib_v1_BIUU,94.0,91.5,97.4
Rattus_norvegicus,Norway rat,euarchontoglires,Rattus norvegicus,10116.0,GCF_000001895.5_Rnor_6.0,87.0,81.3,91.0
Rhinolophus_sinicus,Chinese rufous horseshoe bat,chiroptera,Rhinolophus sinicus,89399.0,GCA_001888835.1_ASM188883v1,94.0,91.5,97.4
Rhinopithecus_bieti,black snub-nosed monkey,primates catarrhini,Rhinopithecus bieti,61621.0,GCA_963573815.1,28.8,26.8,30.6
Rhinopithecus_roxellana,golden snub-nosed monkey,primates catarrhini,Rhinopithecus roxellana,61622.0,GCF_007565055.1_ASM756505v1,28.8,26.8,30.6
Rhinopithecus_strykeri,Burmese snub-nosed monkey,primates catarrhini,Rhinopithecus strykeri,1194336.0,,28.8,26.8,30.6
Rousettus_aegyptiacus,Egyptian rousette,chiroptera,Rousettus aegyptiacus,9407.0,GCA_004024865.1_RouAeg_v1_BIUU,94.0,91.5,97.4
Saguinus_bicolor,Pied Tamarin,primates platyrrhini,Saguinus bicolor,37588.0,GCA_963574165.1,43.0,40.0,44.2
Saguinus_geoffroyi,Geoffroy's Tamarin,primates platyrrhini,Saguinus geoffroyi,43778.0,GCA_963574215.1,43.0,40.0,44.2
Saguinus_imperator,tamarin,primates platyrrhini,Saguinus imperator,9491.0,GCA_963574955.1,43.0,40.0,44.2
Saguinus_inustus,White-fronted Titi Monkey,primates platyrrhini,Saguinus inustus,1079039.0,GCA_963574735.1,43.0,40.0,44.2
Saguinus_labiatus,Red-chested Mustached Tamarin,primates platyrrhini,Saguinus labiatus,78454.0,GCA_963575005.1,43.0,40.0,44.2
Saguinus_midas,Midas tamarin,primates platyrrhini,Saguinus midas,30586.0,,43.0,40.0,44.2
Saguinus_mystax,Moustached Tamarin,primates platyrrhini,Saguinus mystax,9488.0,GCA_963574345.1,43.0,40.0,44.2
Saguinus_oedipus,Cotton-headed Tamarin,primates platyrrhini,Saguinus oedipus,9490.0,GCA_963574915.1,43.0,40.0,44.2
Saiga_tatarica,Saiga antelope,artiodactyla,Saiga tatarica,34875.0,GCA_004024985.1_SaiTat_v1_BIUU,94.0,91.5,97.4
Saimiri_boliviensis,Bolivian squirrel monkey,primates platyrrhini,Saimiri boliviensis,27679.0,GCF_016699345.1_BCM_Sbol_2.0,43.0,40.0,44.2
Saimiri_cassiquiarensis,Humboldt's Squirrel Monkey,primates platyrrhini,Saimiri cassiquiarensis,2946521.0,GCA_963573395.1,43.0,40.0,44.2
Saimiri_macrodon,Ecuadorian squirrel monkey,primates platyrrhini,Saimiri macrodon,2946522.0,GCA_963573505.1,43.0,40.0,44.2
Saimiri_oerstedii,Black-crowned Central American Squirrel Monkey,primates platyrrhini,Saimiri oerstedii,70928.0,GCA_963574195.1,43.0,40.0,44.2
Saimiri_sciureus,Guianan Squirrel Monkey,primates platyrrhini,Saimiri sciureus,9521.0,GCA_963573345.1,43.0,40.0,44.2
Saimiri_ustus,bare-eared squirrel monkey,primates platyrrhini,Saimiri ustus,66265.0,GCA_963574015.1,43.0,40.0,44.2
Sapajus_apella,tufted capuchin,primates platyrrhini,Sapajus apella,9515.0,,43.0,40.0,44.2
Sapajus_macrocephalus,large-headed capuchin,primates platyrrhini,Sapajus macrocephalus (Sapajus apella macrocephalus),1547595.0,GCA_963574755.1,43.0,40.0,44.2
Scalopus_aquaticus,eastern mole,laurasiatheria,Scalopus aquaticus,71119.0,GCA_004024925.1_ScaAqu_v1_BIUU,94.0,91.5,97.4
Semnopithecus_entellus,Hanuman langur,primates catarrhini,Semnopithecus entellus,88029.0,GCA_963573915.1,28.8,26.8,30.6
Semnopithecus_hypoleucos,Black-footed Gray Langur,primates catarrhini,Semnopithecus hypoleucos,1208734.0,GCA_963573665.1,28.8,26.8,30.6
Semnopithecus_johnii,Nilgiri Langur,primates catarrhini,Semnopithecus johnii (Trachypithecus johnii),66063.0,GCA_963574185.1,28.8,26.8,30.6
Semnopithecus_priam,Tufted Gray Langur,primates catarrhini,Semnopithecus priam,1208733.0,GCA_963574295.1,28.8,26.8,30.6
Semnopithecus_schistaceus,Nepal Gray Langur,primates catarrhini,Semnopithecus schistaceus,2804203.0,GCA_963574385.1,28.8,26.8,30.6
Semnopithecus_vetulus,Purple-faced Langur,primates catarrhini,Semnopithecus vetulus (Trachypithecus vetulus),54137.0,GCA_963574985.1,28.8,26.8,30.6
Sigmodon_hispidus,hispid cotton rat,euarchontoglires,Sigmodon hispidus,42415.0,GCA_004025045.1_SigHis_v1_BIUU,87.0,81.3,91.0
Solenodon_paradoxus,Hispaniolan solenodon,laurasiatheria,Solenodon paradoxus,79805.0,,94.0,91.5,97.4
